SMILES,prediction_probability
CN(C)c1ccc(C2(c3ccc(N(C)C)cc3)OC(=O)c3cc(N(C)C)ccc32)cc1,0.26
CC1=CC(C)(C)Nc2ccccc21,0.225
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.295
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.295
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.34
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,0.365
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.375
CCCCOc1ccccc1OCCCC,0.29
Cc1ccc(C)c(C(C)c2ccccc2)c1,0.24
CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,0.375
CCCCCCCCCCCCCCCCCCNC(=O)C(O)C(O)C(O)C(O)CO,0.525
Cc1ccc(Cl)cc1Cl,0.315
CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C,0.365
CCCCCCCCCCCCCCCC[N+](C)(C)C,0.52
ClCCCCCCCCCl,0.41
CCCCCCCCCCCCc1cccc(O)c1,0.37
CC(C)CC(C)(C)C,0.32
Cc1c(Cl)cccc1Cl,0.18
Cc1ccc(O)c(-n2nc3ccccc3n2)c1,0.13
Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1,0.36
CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,0.28
CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,0.295
Clc1cccc2ccccc12,0.155
CC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,0.11
FC(F)(F)c1cccc(C(F)(F)F)c1,0.225
c1ccc(-c2cc3ccccc3[nH]2)cc1,0.145
CC(c1ccccc1)c1ccc(O)c(C(C)c2ccccc2)c1C(C)c1ccccc1,0.095
c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1,0.215
CCCCCOP(=O)(OCCCCC)OCCCCC,0.53
C1=CCC2CC=CC2C1,0.28
Cc1cc(C)c(O)c(C(C)(C)C)c1,0.37
CC(C)(C)CC(C)(C)c1cc(O)c(C(C)(C)CC(C)(C)C)cc1O,0.38
Cc1ccc(N=C=O)cc1N=C=O,0.345
Oc1cc(Cl)c(Br)cc1Cl,0.25
CCCCCCCCCCCC(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.62
CCCCCCCCCc1cccc(O)c1CCCCCCCCC,0.37
CC(C)(c1ccccc1)c1ccc(O)cc1,0.13
C#CCOCOc1ccc(Cl)cc1,0.32
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,0.52
C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,0.425
C=C(Br)c1ccccc1,0.07
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,0.265
BrC=Cc1ccccc1,0.105
Cc1cccc(C(C)(C)C)c1O,0.205
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,0.25
Cc1ccc(C(C)(C)C)c(O)c1,0.315
CC(C)(C)c1ccccc1O,0.095
CCCCCCCCCCCCSCCC(=O)OCC(COC(=O)CCSCCCCCCCCCCCC)(COC(=O)CCSCCCCCCCCCCCC)COC(=O)CCSCCCCCCCCCCCC,0.61
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,0.4
ClCCc1ccccc1,0.085
Clc1ccc(Cl)cc1,0.235
CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,0.335
COc1ccc(Nc2ccc(OC)cc2)cc1,0.445
O=[N+]([O-])c1ccc(Cl)cc1Cl,0.25
COC(=O)c1ccc2cc(C(=O)OC)ccc2c1,0.405
CC1CC(CC2CCC(N)C(C)C2)CCC1N,0.285
CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1,0.13
O=[N+]([O-])c1cc(Cl)ccc1Cl,0.25
FC(F)(Br)C(F)(F)Br,0.305
c1ccc(CCCc2ccncc2)cc1,0.17
Cc1ccc([N+](=O)[O-])cc1Cl,0.305
ClCc1ccc(-c2ccc(CCl)cc2)cc1,0.23
CC(CCC(COS(=O)(=O)O)C(C)CC(C)(C)C)CC(C)(C)C,0.42
Nc1ccc(N=Nc2ccccc2)cc1,0.07
Nc1ccc(N)cc1,0.21
CC(C)(c1ccc(OCCO)cc1)c1ccc(OCCO)cc1,0.335
Oc1ccc(Br)cc1Br,0.235
Nc1ccc(O)cc1,0.21
Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,0.32
C1=CCCCC1,0.28
CCSSCC,0.33
CCCCCCCCCCCCCCCCCCNC(=O)N1CC1,0.465
FC(F)(Cl)C(F)(F)Cl,0.31
Oc1ccc(-c2ccc(O)cc2)cc1,0.215
CC(C)c1cccc(C(C)C)c1O,0.2
Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)cc(C)c1OCC1CO1,0.375
FC(Cl)(Cl)Cl,0.31
c1ccc(SSc2ccccc2)cc1,0.075
O=C(O)CN(CC(=O)O)CC(=O)O,0.4
CC(C)(C)c1cc(C(=O)O)c(O)c(C(C)(C)C)c1,0.29
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.31
O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C2=Nc3cccc4cccc(c34)N12,0.205
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,0.245
CCC(C)c1ccccc1O,0.11
Cc1ccc(C(C)C)c(O)c1,0.32
COc1ccc(O)c(C(C)(C)C)c1,0.475
C=C(C)c1ccc(O)cc1,0.23
CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC,0.49
CN(C)CCN,0.37
NC(=O)N=NC(N)=O,0.285
CC(C)(C)N,0.395
CCCCCCCCCCCCc1c(Oc2ccccc2S(=O)(=O)O)cccc1S(=O)(=O)O,0.365
FC(F)(F)C(Cl)Cl,0.31
CC(C)(C)c1cc(CO)cc(C(C)(C)C)c1O,0.35
Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-],0.25
CCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCC,0.59
CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,0.28
O=C1NC(=O)c2ccccc21,0.16
CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.63
CCCCCCCCCCCCc1ccc(Oc2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)cc1,0.5
CC(C)c1ccc(N)cc1,0.225
CC(CCO)CC(C)(C)C,0.345
CC1(O)CCC2CC1C2(C)C,0.385
Oc1ccc(Cc2ccc(O)cc2)cc1,0.23
CSc1ccc(O)cc1,0.275
ClCCCBr,0.375
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc([C+](c2ccc(N(CC)Cc3cccc(S(=O)(=O)O)c3)cc2)c2ccccc2S(=O)(=O)O)cc1,0.28
CCOC(N)=O,0.385
O=C1C=Cc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2C1=NNc1ccc(S(=O)(=O)O)c2ccccc12,0.09
CCCCN(CCO)CCCC,0.465
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0.255
CCC1CCC(CCC(=O)O)C1,0.535
Cc1ccc(N)c(C)c1,0.285
Oc1cccc2cccnc12,0.235
NNC(N)=S,0.31
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,0.23
C=Cc1ccc(S(=O)(=O)O)cc1,0.23
Cc1cc(S(=O)(=O)O)c(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1Cl,0.37
CCCc1cc(=O)[nH]c(=S)[nH]1,0.325
CC1(C)CC(N)CC(C)(CN)C1,0.375
CC(CCl)OP(=O)(OCCOCCOP(=O)(OC(C)CCl)OC(C)CCl)OC(C)CCl,0.385
CCCCNS(=O)(=O)c1ccccc1,0.22
NCC1CCC(C(=O)O)CC1,0.305
Cc1cccnc1,0.175
OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.31
c1ccc2n[nH]nc2c1,0.085
Cc1ccc(NN=C2C(=O)C=Cc3ccccc32)c([N+](=O)[O-])c1,0.155
CN(C)c1cccc(C(=O)O)c1,0.205
CCC(CO)(CO)CO,0.33
CCCCC(CC)COP(=O)(O)CC(CC)CCCC,0.485
Cc1cc(NC(=O)Nc2ccc(N=Nc3cc(S(=O)(=O)O)c4cccc(S(=O)(=O)O)c4c3)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1,0.225
CCCCc1ccc(C(=O)O)cc1,0.355
CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,0.46
Cc1ccc(S(=O)(=O)O)c(C)c1,0.305
CC(COCC(C)OC(C)COCC(C)OC(C)CO)OCC(O)COCC(C)OCC(C)OC(C)COCC(C)OC(C)CO,0.415
CN(C)S(=O)(=O)Nc1ccccc1,0.17
CC(C)(C)OO,0.365
CC(=O)C=Cc1ccccc1,0.125
Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,0.22
NC(=O)c1[nH]cnc1N,0.28
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.28
Nc1nccs1,0.44
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(CC)Cc3cccc(S(=O)(=O)O)c3)cc2)cc1,0.305
Cc1ccc(N)cc1,0.255
Cc1c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c1Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.385
Nc1c(S(=O)(=O)O)cc(Nc2cccc(S(=O)(=O)CCOS(=O)(=O)O)c2)c2c1C(=O)c1ccccc1C2=O,0.18
CCN(CCO)CCO,0.365
CCC(C)NC(C)CC,0.315
Cc1ccccn1,0.14
CC(=O)Nc1ccc(N)cc1,0.225
O=C(NC1CCCCC1)NC1CCCCC1,0.295
OCC(CO)(CO)COCC(CO)(CO)CO,0.35
CCN(CC)CCO,0.365
CC(C)(C)c1cc(Cn2c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2=O)cc(C(C)(C)C)c1O,0.335
CC(C)(C)NCCO,0.375
CC1(C)CC(O)CC(C)(C)N1,0.375
CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)O)c2cc1C,0.38
NCCNCCNCCN,0.4
CC(O)COC(C)COC(C)CO,0.37
CC(C)C12C=CC(C)(CC1)C(C(=O)O)C2C(=O)O,0.355
CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,0.215
CCN=C=NCCCN(C)C,0.43
CC(=O)Nc1ccc(S(=O)(=O)O)cc1,0.245
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,0.315
C1CCC2=NCCCN2CC1,0.305
Nc1cccc(N(CCO)CCO)c1,0.255
O=S(=O)(O)c1ccc(Nc2nc(Nc3ccc(C=Cc4ccc(Nc5nc(Nc6cccc(S(=O)(=O)O)c6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)nc(N(CCO)CCO)n2)cc1,0.305
CCCCCCCCCCCCSP(=O)(SCCCCCCCCCCCC)SCCCCCCCCCCCC,0.52
Nc1ccc(S(=O)(=O)O)cc1,0.225
CCC[N+](CCC)(CCC)CCC,0.41
COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)O)c1,0.35
COCCCN,0.47
NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,0.33
O=c1ccc(=O)[nH][nH]1,0.215
Cc1ccccc1S(=O)(=O)O,0.16
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,0.215
Cc1c(NC(=O)C(C)Br)c(=O)n(-c2ccccc2)n1C,0.165
O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,0.255
N=C(N)N,0.3
ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl,0.325
CCOP(=S)(OCC)SCCS(=O)(=O)CC,0.365
CCOP(=S)(OCC)SCCS(=O)CC,0.435
Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,0.275
Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2Br)c(Br)c1Br,0.33
CC(C)(C)CC(C)(C)c1ccc(O)cc1,0.24
Brc1ccc(Oc2c(Br)cccc2Br)c(Br)c1,0.21
Brc1ccc(Oc2ccc(Br)c(Br)c2)c(Br)c1,0.335
Brc1ccc(Oc2c(Br)cc(Br)cc2Br)c(Br)c1,0.275
Brc1cc(Br)c(Oc2ccc(Br)c(Br)c2)c(Br)c1,0.315
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.29
CC1=NC(C(C)C)=NC(=O)C1,0.34
CCC(C)N1C(=O)N=C(C)C(Br)C1=O,0.3
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,0.23
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,0.31
Brc1ccc(Oc2cc(Br)c(Br)c(Br)c2)cc1Br,0.315
Brc1ccc(Oc2ccc(Br)cc2Br)cc1,0.31
Brc1cc(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c1Br,0.33
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0.33
Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1,0.335
Brc1cc(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c1,0.325
Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,0.28
O=[N+]([O-])c1cccc(O)c1,0.16
COc1c(O)cc(Cl)c(Cl)c1Cl,0.37
CC(C)c1ccccc1C(C)C,0.19
Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,0.28
Brc1cc(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br,0.31
Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,0.295
CC1=NN(c2cc(Cl)c(S(=O)(=O)O)cc2Cl)C(=O)C1,0.335
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,0.255
Brc1ccc(Oc2ccc(Br)c(Br)c2)cc1Br,0.315
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC,0.36
C=CC1CCC(C2CCC(c3ccccc3)CC2)CC1,0.085
Cc1ccc(C2OC[C@@H]3OC(c4ccc(C)c(C)c4)O[C@H]([C@H](O)CO)[C@@H]3O2)cc1C,0.36
CC1(C)CC/C(=C/c2ccc(Cl)cc2)C1(O)Cn1cncn1,0.37
C/C(=C\C(C)C)CC(C)C,0.32
[C-]#[N+]c1cc(Cl)ccc1OP(=S)(OC)OC,0.435
Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,0.275
Cc1c(F)c(F)c(COC(=O)[C@@H]2[C@@H](/C=C(/Cl)C(F)(F)F)C2(C)C)c(F)c1F,0.435
CC(C)(C)[C@@H](O)C(Cc1ccc(Cl)cc1)n1cncn1,0.255
CCC/C(=N/OCC)C1=C(O)CC(CC(C)SCC)CC1=O,0.42
C/C=C/C(=O)[C@H]1[C@H](C)C=CCC1(C)C,0.33
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0.58
CC(C)[C@H](C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,0.265
CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,0.29
CC(Cc1ccc(C(C)(C)C)cc1)CN1C[C@@H](C)O[C@@H](C)C1,0.21
CC(C)c1cc2c(cc1Cl)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2,0.42
CC(C)c1ccc2c(c1Cl)CC[C@H]1[C@](C)(C(=O)O)CCC[C@]21C,0.34
Clc1ccc2oc3cc(Cl)c(Cl)c(Cl)c3c2c1,0.26
O=C(O)C1(C2CCCCC2)CCCCC1,0.365
CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,0.24
CCC1CCC(CCC(=O)[O-])C1,0.375
O=C(OCCCOC(=O)c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,0.34
Brc1ccc(Br)c(-c2c(Br)cccc2Br)c1,0.17
O=C([O-])c1ccn[nH]1,0.26
Cc1cc2c(cc1Nc1ccccc1)C1(OC(=O)c3ccccc31)c1ccc(NCC3CCCCC3)cc1O2,0.33
COc1cc(Cl)cc(Cl)c1Cl,0.375
Nc1c(S(=O)(=O)O)cc(S(=O)(=O)[O-])c2cccc([O-])c12,0.145
C[C@@H]1C[C@H](C)CC(C)(C)C1,0.39
CC12C=CC(C1)C(C(=O)O)C2C(=O)O,0.37
CCCCCCCCCc1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,0.365
Brc1cc(Br)c(Oc2cc(Br)cc(Br)c2Br)c(Br)c1,0.305
Brc1ccc(-c2ccc(Br)c(Br)c2Br)c(Br)c1Br,0.21
CC(C)c1cc2ccccc2c(C(C)C)c1C(C)C,0.215
CC(C)c1cc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc(-c2ccccc2)c1,0.18
FC(F)(F)F,0.31
Cc1nc2ccccc2n1Cc1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C,0.22
C[C@@H](Cl)CCl,0.32
ClCC(Cl)(Cl)Cl,0.31
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,0.315
O=c1cccn[nH]1,0.16
CC(C)=C1C=C2CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,0.34
CCCCCCCCCCCC(=O)[O-],0.6
Cc1ccc(S(=O)(=O)[O-])c(C)c1,0.31
O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2cc(O)ccc2c1,0.26
O=[N+]([O-])c1ccc(Cl)c(S(=O)(=O)[O-])c1,0.225
CC(C)c1ccc2c(C(C)C)cc(S(=O)(=O)[O-])cc2c1,0.3
c1ccc(C(c2ccccc2)(c2ccccc2)N2CCOCC2)cc1,0.12
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(CC)Cc3cccc(S(=O)(=O)[O-])c3)cc2)cc1,0.375
OP(O)c1ccccc1,0.04
O=C([O-])c1[nH]n(-c2ccc(S(=O)(=O)[O-])cc2)c(=O)c1N=Nc1ccc(S(=O)(=O)[O-])cc1,0.19
Nc1c(S(=O)(=O)[O-])cc(Nc2cccc(S(=O)(=O)CCOS(=O)(=O)[O-])c2)c2c1C(=O)c1ccccc1C2=O,0.22
O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(N=Nc3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)ccc2c1,0.14
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccccc2S(=O)(=O)O)cc1,0.395
C=Cc1ccc(S(=O)(=O)[O-])cc1,0.215
Cc1cc(NC(=O)Nc2ccc(N=Nc3cc(S(=O)(=O)[O-])c4cccc(S(=O)(=O)O)c4c3)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)[O-])c2cccc(S(=O)(=O)[O-])c2c1,0.215
Cc1nn(-c2ccccc2)c(O)c1N=Nc1ccc(-c2ccc(N=Nc3c(C)nn(-c4ccccc4)c3O)c(Cl)c2)cc1Cl,0.17
O=S(=O)([O-])c1cc(Cl)cc(N=Nc2ccc3c(O)cccc3c2O)c1O,0.155
COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1,0.355
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C,0.3
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1C,0.175
CC(=O)Nc1ccc(S(=O)(=O)[O-])cc1,0.225
O=S(=O)([O-])c1ccc(O)c2ccccc12,0.07
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,0.115
Cc1ccc(S(=O)(=O)Oc2ccc(N=Nc3ccc(-c4ccc(N=Nc5c(O)ccc6cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c56)c(C)c4)cc3C)cc2)cc1,0.43
CC(C)C,0.31
Cc1ccccc1S(=O)(=O)[O-],0.165
O=S(=O)([O-])c1cc2cc(S(=O)(=O)O)ccc2cc1O,0.29
O=S(=O)([O-])c1cc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1S(=O)(=O)[O-],0.1
Nc1c(N=Nc2ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc2)c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc3)c(O)c12,0.36
CC(C)CC(C)CC(C)c1ccc(O)cc1,0.24
Cc1cc(C)cc(OP(=O)(Oc2ccc(C)cc2C)Oc2cccc(C)c2C)c1,0.25
CCCCCCCCCCCCOS(=O)(=O)c1ccccc1,0.385
CNc1ccc(N)cc1,0.225
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1,0.22
ClC1=CC(Cl)(c2ccccc2)C(Cl)C(Cl)=C1Cl,0.16
BrC1(Br)CCCCCCCCCC(Br)(Br)C1(Br)Br,0.35
CCCCOS(=O)(=O)c1cccc2ccccc12,0.405
CC(C)c1ccccc1-c1ccccc1,0.145
CC(CO)OCC(COC(C)CO)OC(C)CO,0.36
Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,0.21
O=S(=O)([O-])c1cccc2cc(Cc3ccc4c(S(=O)(=O)[O-])cccc4c3)ccc12,0.22
CC1=C2C=CCC=C2NC(C)(C)C1,0.355
CC(C)c1ccc(OP(=O)(Oc2ccc(C(C)C)cc2)Oc2ccc(C(C)C)cc2)cc1,0.305
CCCCCCCCCCCCc1ccccc1O,0.305
CCCCCCCCC=CCCCCCCCCC(CC(=O)O)C(=O)O,0.57
CCc1cccc(-c2ccccc2)c1CC,0.13
ClC1=CC2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,0.345
O=C([O-])NCc1cccc2ccccc12,0.16
CC(c1ccccc1)(c1ccc(O)cc1)c1ccc(O)cc1,0.105
Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O,0.325
CC(c1ccc(O)cc1)c1ccc(O)cc1,0.23
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.295
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.295
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.295
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.29
O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.325
OC(Cc1ccccc1Cl)(Cn1nc[nH]c1=S)C1(Cl)CC1,0.21
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0.385
CC1(C)C(C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.29
CC(C)OC(=O)Nc1cccc(Cl)c1,0.21
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.26
O=c1c(C2CC(c3ccc(-c4ccc(Br)cc4)cc3)Cc3ccccc32)c(O)sc2ccccc12,0.155
C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,0.405
CC1OC(C)OC(C)OC(C)O1,0.31
CC#Cc1cc(C)nc(Nc2ccccc2)n1,0.18
CC(C)=NOCCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,0.345
FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,0.345
CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,0.32
N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,0.195
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,0.375
COC=C(C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1,0.315
N#Cc1c(Cl)cccc1Cl,0.15
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCC1CCCO1,0.385
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,0.26
Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,0.345
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,0.485
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,0.645
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,0.29
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,0.37
OC(=S)c1cccc2nnsc12,0.215
CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1,0.355
CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,0.435
